"Nom","Adresse 1","Adresse 2","Code postal","Ville","T้l้phone 1","T้l้phone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activit้"
"LES CHARPENTIERS DU GOLFE","ZA DE PEN ER PONT","3 IMPASSE TREVEGAT","56400","PLOEMEL","0297565903","","0297562502","4391A","34226159100024","3 เ 5","lcdgolfe@orange.fr","HOTTE THIERRY","TRAVAUX DE CHARPENTE"
"MENUISERIE ROBIC SEBASTIEN","ZA KEROLLAIRE NORD","26 RUE ILURIC","56370","SARZEAU","0297413534","","0297480565","4391A","3422615910002","10 เ 19","","","TRAVAUX DE CHARPENTE"
"SAMZUN STEPHANE","","ZA MEREZELLE","56360","LE PALAIS","0297318631","","0297318631","1623Z","39847343900022","6 เ 9","","SAMZUN STEPHANE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SOULIER FRANCK","","QUENIHOUET","56420","PLAUDREN","0297458740","0686733600","","4391A","39335717300029","10 เ 19","","GLANGETAS CYRIL","TRAVAUX DE CHARPENTE"
"DRB D'ONOFRIO","","11 ROUTE MARANGE","57210","MAIZIERES LES METZ","0387516546","","","4391A","34361186900029","3 เ 5","patrick.donofrio@orange.fr","D ONOFRIO PATRICK","TRAVAUX DE CHARPENTE"
"LE CHARPENTIER","","20 RUE ABBAYE","57560","ST QUIRIN","0354831756","","","4391A","49098954800014","0","","HOFFMANN GAEL","TRAVAUX DE CHARPENTE"
"STEPHANE KREUTZER","SAINT JULIEN LES METZ","36 RUE PAUL LANGEVIN","57070","METZ","0658398752","","","4391A","34361186900029","3 เ 5","","D ONOFRIO PATRICK","TRAVAUX DE CHARPENTE"
"ARCADIA","","RUE ANDRE CITROEN","59128","FLERS EN ESCREBIEUX","0327920482","","0327920521","4391A","40522105200039","3 เ 5","","LANGLOIS FREDERIC","TRAVAUX DE CHARPENTE"
"AVESNOIS CHARPENTE ET COMBLE","","52 RUE LANDRECIES","59288","PREUX AU BOIS","0660991447","","","4391A","75189931100029","0","avesnois-charpentecomble@outlook.fr","CUVILLIER DAMIEN","TRAVAUX DE CHARPENTE"
"COCHET COUVERTURE","","2 ROUTE BOIS DE L'ABBAYE","59360","CATILLON SUR SAMBRE","0327779559","","","4391A","81030073100017","10 เ 19","","COCHET CEDRIC","TRAVAUX DE CHARPENTE"
"FREM'S RENOVATION","","1 RUE BERLANDOIS","59530","VILLEREAU","0635545774","","0320899513","4391A","44900730100038","10 เ 19","gfremaut@gmail.com","HALLEZ SEBASTIEN","TRAVAUX DE CHARPENTE"
"IDEALEX","","63 RUE JEAN JAURES","59112","ANNOEULLIN","0625163072","","","4391A","75189931100029","Inconnu","","CUVILLIER DAMIEN","TRAVAUX DE CHARPENTE"
"MULTISPACES/PROCEDES HARNOIS","BAT D ZONE ACTIBURO","99 RUE PARMENTIER","59650","VILLENEUVE D'ASCQ","0320725766","","0320899513","4391A","44900730100038","10 เ 19","","HALLEZ SEBASTIEN","TRAVAUX DE CHARPENTE"
"TRAD'INNOV COUVERTURE","","209 RUE ROGER SALENGRO","59590","RAISMES","0609494614","","","4391A","85146237400014","Inconnu","","DELTOMBE JEREMY","TRAVAUX DE CHARPENTE"
"ENTREPRISE GUERIN","","LE CALVAIRE","61400","LA CHAPELLE MONTLIGEON","0233838391","","0233838041","4391A","30129333800010","10 เ 19","","KARAGOZ TANER","TRAVAUX DE CHARPENTE"
"GAUTIER BOULEY","","RUE GARE COUTERNE","61410","RIVES D'ANDAINE","0233379159","","","4391A","81203647300013","10 เ 19","","BOULEY SEBASTIEN","TRAVAUX DE CHARPENTE"
"JAMAULT","","LIEU DIT BRUYERES","61440","ST ANDRE DE MESSEI","0233967074","","","4391A","53248910100016","6 เ 9","info.fr@steico.com","JAMAULT RUDY","TRAVAUX DE CHARPENTE"
"PASCAL ROUSSEL","ZI NORD","RUE EIFFEL","61000","ALENCON","0233280888","","","4391A","43779911700027","20 เ 49","","ROUSSEL PASCAL","TRAVAUX DE CHARPENTE"
"SAS CCMV","","LIEU DIT FONTAINES","61550","TOUQUETTES","0233847535","","","4391A","88349682000019","Inconnu","","SAS CCMV","TRAVAUX DE CHARPENTE"
"AMENOVE","","153 RUE ABLAIN ST NAZAIRE","62400","BETHUNE","0625625765","","","4391A","52989632600020","10 เ 19","","","TRAVAUX DE CHARPENTE"
"COUVRE TOIT","","37 AVENUE ROSSIGNOLS","62360","HESDIN L'ABBE","0645802334","","","4391A","50487843000025","3 เ 5","info@taxi-046.nl","THILLEROT CYRIL","TRAVAUX DE CHARPENTE"
"DR CHARPENTE EIRL","","5 RUE ROSATI","62223","ST LAURENT BLANGY","0681631123","","","4391A","80943453300018","1 เ 2","","ROUSSEL DAVID","TRAVAUX DE CHARPENTE"
"DESBATS CHRISTIAN","","4 IMPASSE BARATS","64400","OLORON STE MARIE","0633773629","","","4391A","32423391500044","0","desbats.christian@orange.fr","DESBATS CHRISTIAN","TRAVAUX DE CHARPENTE"
"DUARTE","","9 AVENUE CORPS FRANC POMMIES","64320","BIZANOS","0559845507","","0559845507","4391A","52374689900021","3 เ 5","","PEREIRA DUARTE RUI","TRAVAUX DE CHARPENTE"
"HUILLET CEDRIC","","7 RUE OULETTES","65400","ARGELES GAZOST","0562971532","","","4391A","51518205300014","3 เ 5","cedric.huillet@orange.fr","HUILLET CEDRIC","TRAVAUX DE CHARPENTE"
"MR CHARPENTE","","CHEMIN SONLE","65230","CAUBOUS","0632431549","","","4391A","85096916300011","Inconnu","","REGIS MARCO","TRAVAUX DE CHARPENTE"
"AN CHARPENTE COUVERTURE","","RUE ROCHOTTE","67130","RUSS","0677175396","","","4391A","90331856600010","Inconnu","","WENIGER ARNAUD","TRAVAUX DE CHARPENTE"
"ARNOBOIS","","19 RUE GRENDELBRUCH","67130","MUHLBACH SUR BRUCHE","0677175396","","","4391A","90331856600010","Inconnu","weniger.arnaud67@gmail.com","WENIGER ARNAUD","TRAVAUX DE CHARPENTE"
"CONSTRUCTIONS BOIS PETER M","","34 RUE CERF UBERACH","67350","VAL DE MODER","0388076604","","","4391A","49766299900042","10 เ 19","","PETER MARTIAL","TRAVAUX DE CHARPENTE"
"CRI GASSER FILS","","14 RUE CHEMIN DE FER","67110","REICHSHOFFEN","0367106945","","0388803570","4391A","33482178200011","10 เ 19","","GASSER CLAUDE","TRAVAUX DE CHARPENTE"
"BOIS ET TECHNIQUES","","19 RUE INDUSTRIE","68360","SOULTZ HAUT RHIN","0389533658","","0389265179","4391A","50172150000020","6 เ 9","","LATUNER ERIC","TRAVAUX DE CHARPENTE"
"ENTREPRISE FOREST","","240 CHEMIN NIZY","69620","LE BOIS D'OINGT","0472194915","","","4391A","80754162800010","1 เ 2","philforest@orange.fr","FOREST PHILIPPE","TRAVAUX DE CHARPENTE"
"CHARPENTE FILANOISE","","10 RUE CORVEE","70230","FILAIN","0384783837","0607948122","","4391A","50327133000014","3 เ 5","","GILLOT JEAN-FRANCOIS","TRAVAUX DE CHARPENTE"
"SARL LARRERE PHILIPPE","ESPACE DE LA MOTTE","RUE FONTESSE ESPA MOTTE","70000","VESOUL","0384754155","","0384757758","4391A","45164041100018","6 เ 9","sarl.larrere.philippe@gmail.com","LARRERE PHILIPPE","TRAVAUX DE CHARPENTE"
"CHAMPENOIS FREDERIC","","LIEU DIT CRUZILLE","71710","ST SYMPHORIEN DE MARMAGNE","0385789898","","","1623Z","38901860700017","0","fredericchampenois@orange.fr","CHAMPENOIS FREDERIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ENTREPRISE BATIS TOIT","","RUE OISEAU","71700","LE VILLARS","0385513796","0618942862","","1623Z","45343755000016","0","","VIEGAS MICHAEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"BEUCHER","","LIEU DIT ARDRIERS","72220","LAIGNE EN BELIN","0243422366","","0243429465","4391A","32308707200035","10 เ 19","","BOUCHER LOUIS","TRAVAUX DE CHARPENTE"
"CB2C","","31 RUE LA MADELEINE","72340","LA CHARTRE SUR LE LOIR","0243291505","","","4391A","80778079600015","1 เ 2","","DUCHESNE PATRICK","TRAVAUX DE CHARPENTE"
"CHRIS","","60 GRANDE RUE","72120","ST CALAIS","0679524948","","","4391A","85318865400018","Inconnu","","LEZIER CHRISTIAN","TRAVAUX DE CHARPENTE"
"COUVERTURE DU BELINOIS  MR PHILIPPEAU LAURENT","","LIEU DIT BRIOLETTE","72220","ST OUEN EN BELIN","0243779637","","","4391A","43778204800023","3 เ 5","","PHILIPPEAU LAURENT","TRAVAUX DE CHARPENTE"
"GRANULES ET COMPAGNIE","","28 RUE NATIONALE","72550","COULANS SUR GEE","0658444903","","","4391A","84389204300020","Inconnu","","BROCAREL PHILIPPE","TRAVAUX DE CHARPENTE"
"GREMY PASCAL","","LE GRAND CHENE","72700","ALLONNES","0243805775","","0243806154","4391A","30196469800023","6 เ 9","","GREMY PASCAL","TRAVAUX DE CHARPENTE"
"JC COURBOULAY","","6 AVENUE MANS","72650","LA BAZOGE","0243254155","","0243254552","4391A","44357810900011","10 เ 19","","BRABANT LUDOVIC","TRAVAUX DE CHARPENTE"
"RCB COUVERTURE","","RUE CROIX CERISAYE","72360","MAYET","0243466020","","0243466020","4391A","80306045800012","3 เ 5","","ROUSIER CHRISTOPHE","TRAVAUX DE CHARPENTE"
"DOMENGET OLIVIER","","238 CHEMIN COMTE MARIN","73290","LA MOTTE SERVOLEX","0479260580","","","4391A","42957233200030","1 เ 2","","DOMENGET OLIVIER","TRAVAUX DE CHARPENTE"
"GUILLAUME LEGRAND CHARPENTE","ZONE PRAZ FERRA","CHEMIN PETITE MELINE","73170","YENNE","0619532503","","","4391A","90043749200011","Inconnu","","LEGRAND GUILLAUME","TRAVAUX DE CHARPENTE"
"ATRUX GRANTI DAVID","","4 ROUTE COUR","74230","THONES","0450321817","","","4391A","51381854200013","0","","ATRUX-GRANTI DAVID","TRAVAUX DE CHARPENTE"
"BRUSSOZ CHARPENTE COUVERTURE","ZA DE LA GLACIERE","150 CHEMIN ETANG","74570","EVIRES","0963660416","0687315310","","4391A","53049141400021","1 เ 2","jbrussozcharpente@live.fr","BRUSSOZ JULIEN","TRAVAUX DE CHARPENTE"
"COMBLESPACE","","7 RUE CHAMOIS","74330","LA BALME DE SILLINGY","0450689766","","","4391A","49176092200030","Inconnu","","LEGER AURELIA","TRAVAUX DE CHARPENTE"
"RACHEX FRANCK, RACHEX FILS","MONOD","170 CHEMIN PACHEUX","74330","POISY","0621632574","","","4391A","49867674100016","0","frachex@free.fr","RACHEX FRANCK","TRAVAUX DE CHARPENTE"
"TISSOT BERNARD","","462 ROUTE PLATS","74270","FRANGY","0450322415","","0450447995","4391A","35182141800024","3 เ 5","","TISSOT BERNARD","TRAVAUX DE CHARPENTE"
"BELLET ENTREPRISE","ZA BRIQUETERIE","VOIEC","76160","ST JACQUES SUR DARNETAL","0235080399","","0235080399","4391A","72050139400038","6 เ 9","","BELLET ROMAIN","TRAVAUX DE CHARPENTE"
"PESQUEUX CHARPENTE","","241 AVENUE LIONS","76190","STE MARIE DES CHAMPS","0235952762","","0235953450","4391A","78929360200015","6 เ 9","","SEVESTRE BASTIEN","TRAVAUX DE CHARPENTE"
"BAT PROJET","","85 RUE GAUTHIERS","77570","CHATEAU LANDON","0950064499","0679387631","","4391A","52169903300010","Inconnu","","TEIXEIRA PINTO ALCIDIO","TRAVAUX DE CHARPENTE"
"SOCIETE DE CHARPENTE TRADITIONNELLE","","83 BOULEVARD PIECE RICHARD","77720","LA CHAPELLE GAUTHIER","0625411992","","","4391A","52771450500023","0","","RAYNAUD PATRICK","TRAVAUX DE CHARPENTE"
"CHALETS CAUQUIL","","BOUISSET DES PLOTS","81260","LASFAILLADES","0563709587","0644100101","0563709146","4391A","38114836000021","3 เ 5","chalet.cauquil@hotmail.fr","CAUQUIL ERIC","TRAVAUX DE CHARPENTE"
"ARDOUREL CHRISTIAN","","545 ROUTE BONNETTE","82160","CAYLUS","0563670747","0610133553","","4391A","39779041100011","0","","ARDOUREL CHRISTIAN","TRAVAUX DE CHARPENTE"
"HANSBERG DAVID","","95 RUE GRAND CHENE","84120","PERTUIS","0619794602","","","4391A","80498950700012","0","","HANSBERG DAVID","TRAVAUX DE CHARPENTE"
"DEIBER AVIRON  CHARPENTE ROCHELAISE","","11 LIEU DIT VARENNES","86270","LA ROCHE POSAY","0586240043","","","4391A","80373134800022","3 เ 5","charpente-rochelaise@outlook.com","AVIRON THIBAULT","TRAVAUX DE CHARPENTE"
"SALLE MICHAEL","","LIEU DIT GUEMINERE","86140","LENCLOITRE","0549932154","","0978149048","4391A","48853402500017","0","","SALLE MICHAEL","TRAVAUX DE CHARPENTE"
"MARTINHO SEBASTIEN","","405 JABREILLES","87200","ST JUNIEN","0555711726","0624292635","","4391A","53942860700011","1 เ 2","","MARTINHO SEBASTIEN","TRAVAUX DE CHARPENTE"
"PESMB88","","14 ROUTE AYDOILLES","88600","FONTENAY","0672703027","","","1623Z","79210360800016","1 เ 2","","GENAY ERIC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"PILOT PETITPRETRE","","277 AVENUE DIVISION LECLERC","88800","REMONCOURT","0667440842","","","4391A","50537401700042","6 เ 9","","PETIT HERVE","TRAVAUX DE CHARPENTE"
"RENOV IMMO SARL","","5 RUE ESCLES","88260","LERRAIN","0329050500","","","4391A","50537401700042","6 เ 9","renov.immo.88@orange.fr","PETIT HERVE","TRAVAUX DE CHARPENTE"
"HOENEN PIERRE","","8 CHEMIN BOUCHE","89400","CHARMOY","0386912162","","0386912162","4391A","41243353400010","1 เ 2","hoenen.pierre@wanadoo.fr","HOENEN PIERRE","TRAVAUX DE CHARPENTE"
"AUX COMPAGNONS DU BOIS","","ROUTE BOINVEAU","91850","BOURAY SUR JUINE","0160827949","","","1623Z","38151349800026","6 เ 9","","MR LEPREVIER DIDIER","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MEGADA ENTREPRISE","","3 RUE NIEPCE","93110","ROSNY SOUS BOIS","0650395512","","","4391A","83429382100015","0","","BAMBA MOUSSA","TRAVAUX DE CHARPENTE"
"SCCS","ZA CLARA","10 AVENUE JOSEPH CUGNOT","94420","LE PLESSIS TREVISE","0160291192","","","4391A","41086894700038","6 เ 9","","","TRAVAUX DE CHARPENTE"
"FB AMENAGEMENTS","","RUE VIEUX FOSSES","09100","LA TOUR DU CRIEU","0685545073","","","4391A","84903255200010","Inconnu","","BERRAIS FRANCOIS","TRAVAUX DE CHARPENTE"
"CHARPENTE ET HABITAT","","5 MONTEE OLIVIERS","13380","PLAN DE CUQUES","0681744609","","","4391A","81958004400025","1 เ 2","","HAOUNI ABDESLEM","TRAVAUX DE CHARPENTE"
"M ET M CHARPENTE","","LIEU DIT SAN PETRU","20167","SARROLA CARCOPINO","0676695577","","","4391A","53538992800024","3 เ 5","","MENE CEDRIC","TRAVAUX DE CHARPENTE"
"MG TRAVAUX","","LE MAS DE GARDE","26270","MIRMANDE","0622837019","","","4391A","80375782200017","0","","GUALDA MATHIEU","TRAVAUX DE CHARPENTE"
"L'ECO DES BOIS","","143 RUE BASILIC","34400","LUNEL","0781027956","","","4391A","81027401900027","Inconnu","","MONNOT MAXIME","TRAVAUX DE CHARPENTE"
"BISENSANG DAVID","","34 RUE GARE","40230","ST GEOURS DE MAREMNE","0540772291","","","4391A","81135526200015","Inconnu","","BISENSANG DAVID","TRAVAUX DE CHARPENTE"
"ART'TERRA  CREATEURS D'EXTERIEURS","","84 ROUTE GUEMAR","68150","RIBEAUVILLE","0607227048","","","4391A","83861635700011","0","aj.prestations68@orange.fr","VAN DER MEIJDEN TOM","TRAVAUX DE CHARPENTE"
"ARAVIS RENOV","","1420 MONTISBRAND","74230","LES CLEFS","0615771435","","","4391A","88936931000012","Inconnu","","GIOPP ADRIEN","TRAVAUX DE CHARPENTE"
"CHAUDESAIGUES COSTUMERO ALOIS","","LA GORSSE","81130","CAGNAC LES MINES","0650675966","","","4391A","80078422500024","0","","CHAUDESAIGUES ALOIS","TRAVAUX DE CHARPENTE"
"MA SOLUTION BOIS","","161 ROUTE ST NAUPHARY","82370","VILLEBRUMIER","0695790738","","","1623Z","89362088000011","Inconnu","","PETIT MAXENCE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SOCIETE FRANC COMTOISE DE TOURNERIE","","GRANDE RUE","70140","SAUVIGNEY LES PESMES","0384322448","","","1623Z","51017381800012","6 เ 9","","MIRBEY CHRISTOPHE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DUBOIS DAVID","","1938 CHEMIN RICAOU","40090","GAILLERES","0606783518","","","4391A","50438093200021","Inconnu","","DUBOIS DAVID","TRAVAUX DE CHARPENTE"
"RHODES PHILIPPE","","LA GRAILLE","48240","ST ANDRE DE LANCIZE","0466459341","","","4391A","75292835800015","Inconnu","","RHODES JOSEPH","TRAVAUX DE CHARPENTE"
"LOREH","","LES GRANDS HELAS","37310","CHAMBOURG SUR INDRE","0685047044","","","4391A","53486484800013","0","ach@loreh.fr","CHENEVEAU AURELIEN","TRAVAUX DE CHARPENTE"
"JEAN SEBASTIEN DUVAL","","18 RUE MAURICE LUBBERT","33530","BASSENS","0672502949","","","4391A","51174932700017","Inconnu","","DUVAL JEAN","TRAVAUX DE CHARPENTE"
"JEAN BRUCY ARCHITECTE","","3489 ROUTE SARCENAS","38950","QUAIX EN CHARTREUSE","0689818843","","","4391A","82753531100019","0","","MICHOULIER NICOLAS","TRAVAUX DE CHARPENTE"
"PERSPIRANCE","","LA GUILBAUDIERE","44640","LE PELLERIN","0634126072","","","4391A","51821266700027","0","","NORMAND MATTHIEU","TRAVAUX DE CHARPENTE"
"ARCHIPENDULE","","34 RUE ST JACQUES","59270","BAILLEUL","0625039730","","","4391A","83512936200017","0","","TERRIER GUILLAUME","TRAVAUX DE CHARPENTE"
"A B C ORGANISATION","","111 RUE LEON RUDENT","59310","ORCHIES","0320718484","","0320718181","1623Z","33769204000039","20 เ 49","contact@abc-organisation.fr","DESMET AURELIE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"EBENISTERIE BONNEVIE","","LA SAVINAZ","73640","VILLAROGER","0479069433","","","1623Z","35059390100019","1 เ 2","","BONNEVIE CLEMENT","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MEUBLES BONJEAN","","747 ROUTE ISLE SUR SORGUE","84250","LE THOR","0490338954","0609206809","","1623Z","39423734100018","3 เ 5","","BONJEAN JEAN-LOUIS","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"EBENISTERIE CHAMPDAVEINE","","3 BOULEVARD PRES KENNEDY","89100","SENS","0386951590","","","1623Z","38350224200027","1 เ 2","ebenisterie.champdaveine@orange.fr","CHAMPDAVEINE JOEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"COUVERTURE DU PIC","","37 RUE FRANCOIS EUZET","34270","STE CROIX DE QUINTILLARGUE","0675789139","","","4391A","80147907200010","0","nicolas.mochalski@couverturedupic.fr","VANNIER ERIC","TRAVAUX DE CHARPENTE"
"SARL MAZZUCCONI","","64 AVENUE JEAN MOULIN","65490","OURSBELILLE","0562333819","0686381937","","4391A","53752279900015","1 เ 2","","MAZZUCCONI JEAN-PIERRE","TRAVAUX DE CHARPENTE"
"PLAM","","5 LA BORDE AUX MERELLES","28480","VICHERES","0237294801","","0237294407","1623Z","81235362100012","1 เ 2","","DORDOIGNE LAURENT","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ATELIER DRUILHET","","LE LAC SUD","12160","BARAQUEVILLE","0565786123","","0565719367","1623Z","40917401800039","10 เ 19","","DRUILHET EMMANUELLE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"DUCHESNE","","30 ALLEE TEMPLE","76190","AUTRETOT","0235951385","","","4391A","39358004800014","10 เ 19","sarlduchesne@orange.fr","RASELLI ALEXANDRE","TRAVAUX DE CHARPENTE"
"CGP CONCEPT","","15 RUE EGLISE","67240","BISCHWILLER","0687080104","","","1623Z","50449087100010","Inconnu","","GRESS CHARLES","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CE UNION DEP ASSOCIATIONS FAMILLE","","ZONE EMPLOI MA CAMPAGNE","16000","ANGOULEME","0545384700","","","1623Z","38427561600017","Inconnu","","BERGERAULT THIERRY","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"LIEU DE VIE ET D'ACCUEIL BOIS DE LA DAME LVA","","LE SORLIN","69610","GREZIEU LE MARCHE","0474266269","","","4391A","35070321100010","Inconnu","","GRANGE ALAIN","TRAVAUX DE CHARPENTE"
"CR CEAPSY","","102 AVENUE GEN LECLERC","75014","PARIS","0155030075","","","4391A","51431194300021","0","contact@ceapsy-idf.org","CCR","TRAVAUX DE CHARPENTE"
"SYSCOBAT","PARC TECHNOLOGIQUE DU CANAL","10 AVENUE EUROPE","31520","RAMONVILLE ST AGNE","0534320311","","","1623Z","81841156300021","0","","MARTORANA YVES","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"PYRENEES FORMATION CONSEIL SAS","","14 BOULEVARD PIERRE RENAUDET","65000","TARBES","0681829228","","","4391A","75396750400014","3 เ 5","","LACROIX MARIE-PIERRE","TRAVAUX DE CHARPENTE"
"MIGUET","","560 CHEMIN GERBOLLE","38440","BEAUVOIR DE MARC","0474582883","","","4391A","48462059600011","1 เ 2","info@jcbcharpentebois.com","MIGUET CHARLES","TRAVAUX DE CHARPENTE"
"BOIS ENERGIE SERVICE DES MONTS D'ALBAN BESMA","","LA BARAQUE","81250","PAULINET","0688057775","","","4391A","5326073710001","0","","","TRAVAUX DE CHARPENTE"
"SARL LAGRIFFOUL LAURENT","","10 LE MARCHADEAU","87800","BURGNAC","0555581648","0613510999","","4391A","75077778100014","6 เ 9","","LAGRIFFOUL LAURENT","TRAVAUX DE CHARPENTE"
"DUCHEMIN ENRIC","","5 IMPASSE FORNAY","01460","MONTREAL LA CLUSE","0474767559","0660110330","","4391A","81972624100022","Inconnu","","DUCHEMIN ENRIC","TRAVAUX DE CHARPENTE"
"FAVRAT CONSTRUCTION BOIS","","183 RUE SAPINETTES","01360","BALAN","0478974082","","0478068419","4391A","79708032200036","10 เ 19","info@favrat.fr","","TRAVAUX DE CHARPENTE"
"GIANNASI VINCENT","","573 ROUTE HAUTEVILLE","01110","CORMARANCHE EN BUGEY","0760268091","","","4391A","52114082200029","3 เ 5","contact@giannasi.fr","GIANNASI VINCENT","TRAVAUX DE CHARPENTE"
"REAL BOIS","","8 RUE PIERRE ET MARIE CURIE","01500","AMBERIEU EN BUGEY","0449124233","0668288270","","4391A","78903170500021","1 เ 2","","GUNDUZ MUAMMER","TRAVAUX DE CHARPENTE"
"PREUX PIERRE","16 LA","CHAUSSEE DE HARY","02140","HARY","0323980823","0608056868","","4391A","33237917100017","Inconnu","","PREUX PIERRE","TRAVAUX DE CHARPENTE"
"FORESTA NOVA","BAT 45 0","23 RUE MARIUS COURTEIX","03150","VARENNES SUR ALLIER","0470203646","","","1623Z","82312650300015","6 เ 9","","DE BROSSES BAUDOIN","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"CHARPENTES PREYNIER","LA TREILLE","3 LOTISSEMENT GENETS","05160","SAVINES LE LAC","0492443833","0608641597","","4391A","39045400700027","1 เ 2","","REYNIER PATRICK","TRAVAUX DE CHARPENTE"
"LES CHALETS VRAIS","","QUARTIER RUA","05350","CHATEAU VILLE VIEILLE","0492467246","","","1623Z","79135083800011","0","","ALLAIS JEREMY","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"HORIZON BOIS","","56 RUE LIBERTE","06260","PUGET ROSTANG","0493050684","","","4391A","39363669100015","1 เ 2","","MAURIN RICHARD","TRAVAUX DE CHARPENTE"
"RISE","","PLACE EGLISE","07380","JAUJAC","0611714836","","","4391A","81905500500014","Inconnu","","KHAMSOPHA ROMAIN","TRAVAUX DE CHARPENTE"
"AMENAGEMENT BOIS CONCEPTION ZENTZ","","23 RUE BARRY","12100","MILLAU","0565581394","","","1623Z","81964183800019","0","","ZENTZ MARC-ANDRE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"GKBAT","","SEGONZAC","12400","VABRES L'ABBAYE","0631570794","","","4391A","82812667200017","0","","KALIFA GUILLAUME","TRAVAUX DE CHARPENTE"
"SICOB CHARPENTE","ZA","ROUTE RODEZ","12240","RIEUPEYROUX","0565655129","","","1623Z","44423195500014","20 เ 49","sicob@fabre-sicob.com","","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"SOCIETE MOUYSSET FRERES","ZI","120 AVENUE EUROPE","12100","MILLAU","0565601406","","0565600587","4391A","81705004000044","10 เ 19","","MAURIN COLETTE","TRAVAUX DE CHARPENTE"
"BOIS CHARPENTES MENUISERIE","","6 QUARTIER CROIX ROUGE OUEST","13130","BERRE L'ETANG","0442340080","","0442340081","1623Z","43303246300013","6 เ 9","","THIERY SAMUEL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"LES CHARPENTIERS DU LITTORAL","","1221 ROUTE GEANT","13105","MIMET","0442589931","0610299208","","1623Z","35363572500024","3 เ 5","","LARROQUE LOUMIET RENE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"MARTINEZ CYRIL","","79 MYRTILLES","13430","EYGUIERES","0615722319","","","1623Z","75175202300018","0","","MARTINEZ CYRIL","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
