"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité","Activité","Activité","Activité","Activité"
"STAMM ASSURANCES","","1 RUE PONT","03000","MOULINS","0470447741","","0426030272","6622Z","47915893300180","20 à 49","info@stamm.fr","MOAL SEBASTIEN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"THERMAL ASSURANCES","","97 RUE JEAN JAURES","03200","VICHY","0470309640","","0470309650","6622Z","31579358800049","0","","DURAND STEPHANE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"WAGNER HERVE","","30 RUE DATAS","03000","MOULINS","0470447895","","0470441853","6622Z","52983150500035","Inconnu","","WAGNER HERVE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ASSUR 2M","","RESIDENCE LE MAIL 167 R RENE CHAR","04100","MANOSQUE","0492875144","","","6619B","41527704500019","1 à 2","martin-julien@aviva-assurances.com","JULIEN JEAN-PHILIPPE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AVIVA MARTIN JULIEN AGENTS","","RESIDENCE LE MAIL R RENE CHAR","04100","MANOSQUE","0492873093","","0492875144","6622Z","53317470200019","3 à 5","martin-julien@aviva-assurances.com","SPEC MARTIN JULIEN","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","COURTIERS D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES"
"AXA BRUYANT HUGUES ET LUCAS","","2 RUE BELLON","04400","BARCELONNETTE","0492814090","","","6622Z","40196508200084","Inconnu","","BRUYANT HUGUES","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"BENKAHLA JAMEL","PARCD ACTIVITES ST JOSEPH","264 RUE BERTHELOT","04100","MANOSQUE","0492875930","","","6622Z","84497333900022","Inconnu","manosque@gan.fr","BEN KAHLA JAMEL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"CABINET FOURNEYRON","","63 BOULEVARD GASSENDI","04000","DIGNE LES BAINS","0492313727","","0492321658","6622Z","48099488800018","3 à 5","","ALAIN ET NICOLAS FOURNEYRON","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"PLATINE ASSURANCES","","41 A BOULEVARD TILLEULS","04100","MANOSQUE","0492822784","","","6622Z","52023898100010","0","","GRISENDE CHRISTOPHE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"SAPCA ASSURANCES","","1 BOULEVARD BOUCHE","04300","FORCALQUIER","0492732117","","","6622Z","50949984400033","0","pierre.brunat@sapca.fr","BRUNAT PIERRE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES",""
"AGENCE ASSURANCE GAP","ETOILE A","31 RUE PEROLIERE","05000","GAP","0492512029","","0492538597","6622Z","42503943500044","Inconnu","","ANTHOUARD JEAN-MICHEL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AXA BRUYANT HUGUES & LUCAS","","1 Ter BOULEVARD CHARLES DE GAULLE","05000","GAP","0492510558","","","6622Z","85241518100019","Inconnu","","BRUYANT ASSURANCES","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"ESTACHY PATRICE","","29 AVENUE COMMDT DUMONT","05000","GAP","0492513252","","0492536436","6622Z","49429634600039","1 à 2","","ESTACHY PATRICE","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"FINE SANDRA ALLIANZ","","10 AVENUE 159EME RIA","05100","BRIANCON","0492211389","","","6622Z","48223646000036","0","505fa01@agents.allianz.fr","COLOMBAN SANDRA","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES"
"GENI ASSURANCES THOMAS FRANCIS AGENT GENERAL","","RUE MAURICE PETSCHE","05600","GUILLESTRE","0492454680","","","6831Z","95041510900061","Inconnu","","URBANIA HTES ALPES ARNAUD RES MONTAGNE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"MMA AZZURO ASSURANCES","","42 PLACE LA FONTAINE","05300","LARAGNE MONTEGLIN","0492650137","","","6622Z","45142447700029","0","azzuroassurances@mma.fr","ROCHAS DAVID","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"ASPE DIDIER","","15 BOULEVARD ALBERT 1ER","06600","ANTIBES","0493341729","","","6622Z","35220915900024","0","aspe@aviva-assurances.com","ASPE DIDIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES"
"ASSURANCE NICE LEPANTE AVIVA","","31 RUE ASSALIT","06000","NICE","0493812198","","","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ASSURANCES JOURDAN GASSIN MONCEL","","17 RUE ALEXANDRE MARI","06300","NICE","0492478602","0492173600","","6622Z","42937781500015","3 à 5","","","AGENTS GENERAUX D'ASSURANCES","BANQUES","GESTION DE PATRIMOINE","CONSEILS, ETUDES FINANCIERES","COURTIERS D'ASSURANCES"
"ASSURANCES RATTIER COTTE SARL","IMM LE CANNET 2002","816 AVENUE CAMPON","06110","LE CANNET","0493682510","","0493456858"," 6622","54009385300013","6 à 9","cannesrattier@agence.generali.fr","VINCENT YANNICK","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA ASSURANCES","","21 RUE EDOUARD DALMAS","06100","NICE","0641680246","","","6622Z","40115376200067","0","agencea2p.olivier.bachellerie@axa.fr","BACHELLERIE OLIVIER","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA ISAIA MATHIEU AGENT GENERAL","","8 BOULEVARD ALBERT 1ER","06600","ANTIBES","0493347869","","","6831Z","45047531400016","0","agence.isaia@axa.fr","ISAIA MATHIEU","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","",""
"AXA LIMONIER WALTER AGENT GENERAL","","95 RUE FRANCE","06000","NICE","0497117117","","0493969343","6629Z","38852924000029","6 à 9","","LIMONIER WALTER","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA MAMOU PATRICIA AGENT GENERAL","BAT C","RESIDENCE REPUBLIQUE 3 R MIMOSAS","06400","CANNES","0493391550","","0497063078","6622Z","49142658100022","3 à 5","","MAMOU MALIKA","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","MUTUELLES ETUDIANTES"
"BAUDRU VIRGINIE","","8 RUE ALFRED MORTIER","06000","NICE","0493854275","","0493854217","6622Z","53838814100011","1 à 2","","BAUDRU VIRGINIE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","",""
"BIGEAULT PASCALE LEONIE JEANNINE","","4 AVENUE GRAND CAVALIER","06600","ANTIBES","0493345189","","0493340589","6622Z","41775366200036","1 à 2","bigeault@alicepro.fr","BIGEAULT PASCALE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"CABINET MATHIEU ONFRAY","","2791 CHEMIN ST BERNARD","06220","VALLAURIS","0493001040","","0493000302","6622Z","75267099200011","1 à 2","agencea2p.mathieu.onfray@axa.fr","SDF MATHIEU ONFRAY","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"EUROFINANCE COURTAGE","1622 GRAND","BOULEVARD SUPER CANNES","06220","VALLAURIS","0493641246","","","6622Z","50214556800031","1 à 2","","FRAPPA LAURENCE","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","CONSEILS, ETUDES FINANCIERES","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS"
"FISCHER FREDERIC","RESIDENCE VALLIS BONA","5 PLACE VIGNASSE","06560","VALBONNE","0493122246","","0493122477","6622Z","81196478200015","3 à 5","","FISCHER FREDERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"FRADET MICHEL","","13 RUE CONGRES","06000","NICE","0493168963","","","6622Z","39317187100022","1 à 2","","FRADET MICHEL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"GAN ASSURANCES CABINET LATY AGENT","LE FORUM","2567 CHEMIN ST CLAUDE","06600","ANTIBES","0493658585","","0493743810","6622Z","78246741900027","6 à 9","","CABINET LATY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"GAN ASSURANCES DIDIER COURQUIN AGENT GEN ET CO","","7 RUE RUSSIE","06000","NICE","0493882846","","0493874318","6622Z","52177144400085","3 à 5","nice-riviera@gan.fr","COURQUIN DIDIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"GENERALI ANTIBES AGENT GENERAL","","13 AVENUE 11 NOVEMBRE","06600","ANTIBES","0493341161","","0493340782"," 6622","50453948700018","6 à 9","antibesjuan@agence.generali.fr","FITAMANT ERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES",""
"GENERALI ASSURANCE NICE CENTRE","","18 RUE LEPANTE","06000","NICE","0492174600","","","6622Z","50234322100029","3 à 5","","RAVA JEREMY","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","CONSEILS, ETUDES FINANCIERES","COURTIERS D'ASSURANCES","ETABLISSEMENTS FINANCIERS"
"LA MEDICALE DE FRANCE","NICE MERIDIA","31 AVENUE SIMONE VEIL","06200","NICE","0493168476","","","6622Z","80847698000020","Inconnu","lamedicale@ca-predica.fr","DE GUNTEN JEAN CHRISTOPHE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"LANNIEE KAREN","","6 AVENUE GRASSE","06400","CANNES","0493390912","","0493393010","6622Z","47766541800018","1 à 2","","LANNIEE KAREN","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"REVITAL SAS","","RESIDENCE TWINS 2 B2 885 AV DOCT JULIEN LEFEBVRE","06270","VILLENEUVE LOUBET","0493206165","","0493206137","6622Z","40236293300028","3 à 5","contact@revital-assurances.com","PELERINS NICOLAS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"STEVA","","8 RUE RANCHER","06000","NICE","0492476530","","","6622Z","38428790000037","Inconnu","assurances@steva.fr","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"SWISSLIFE DEVIGNY GERALD","LE JAD A","186 AVENUE PLAGE","06190","ROQUEBRUNE CAP MARTIN","0493359723","0686782888","","6622Z","50410555200021","1 à 2","herve.reumont.ag@swisslife.fr","REUMONT HERVE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES"
"ASSURANCES POULET VERNEDE","","2000 RESIDENCE PARKING PECOURTE IMP PECOURTE","07200","AUBENAS","0475891199","0449124168","0475355617","6622Z","48790166200014","0","","POULET CECILE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AVIVA BARBE PIERRE LAURENT","IMM EUROPOLE ENS","AVENUE JEAN JAURES","07100","ANNONAY","0475676842","","","6622Z","40969898200033","3 à 5","barbe-pl@aviva-assurances.com","BARBE PIERRE-LAURENT","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"HOFFMANN OLIVIER","","3 AVENUE MAR FOCH","07300","TOURNON SUR RHONE","0475081097","","0475082084","6622Z","34204606700035","3 à 5","","HOFFMANN OLIVIER","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"VERNEDE MATHIEU","","52 PLACE EDMOND LARGIER","07170","VILLENEUVE DE BERG","0475947549","","0475947551","6622Z","80812987800027","1 à 2","","VERNEDE MATHIEU","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"ALLIANZ FABIEN LE ROY & ROMAIN JOANNES","","12 RUE PETIT BOIS","08000","CHARLEVILLE MEZIERES","0680840010","","","6622Z","80060881200015","6 à 9","","LE ROY FABIEN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ ROFFIDAL FABRICE AGENT GENERAL","","36 AVENUE ARCHES","08000","CHARLEVILLE MEZIERES","0324597651","","0324597655","6622Z","48923319700032","Inconnu","","ROFFIDAL FABRICE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ ROFFIDAL FABRICE AGENT GENERAL","","RUE COMMERCE","08290","LIART","0324544734","","","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AVIVA ASSURANCES MONACELLI DOMINIQUE AGENT GEN","","10 RUE MANTOUE","08000","CHARLEVILLE MEZIERES","0324561538","","0324562002","6622Z","41524344300041","0","","MONACELLI DOMINIQUE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"CABINET ROFFIDAL","","12 PLACE EGLISE","08380","SIGNY LE PETIT","0324561725","","0324535877"," 6622","48923319700016","3 à 5","","ROFFIDAL FABRICE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"CJ COURTAGE","","10 PLACE REPUBLIQUE","08300","RETHEL","0324397764","","","6622Z","83031199900023","Inconnu","","JEANNE CINDY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"CUIF HUART ELISABETH","","3 RUE BOURNIZET","08400","VOUZIERS","0324717094","0324304945","0324304945","6622Z","4496323550002","0","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"JABLY ERIC","","3 RUE COMTES DE RETHEL","08000","CHARLEVILLE MEZIERES","0324542586","","","6622Z","45328540500024","1 à 2","","JABLY ERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AXA BONNEL FRANCIS AGENT GENERAL","","1 PORTE BOIS","09700","SAVERDUN","0561050915","","0561675164","6622Z","32048252400057","3 à 5","agence.bonnel-saverdun@axa.fr","BONNEL FRANCIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","SOCIETES D'ASSURANCES"
"AXA FRANC GUILLAUME AGENT GENERAL","","15 BOULEVARD ALSACE LORRAINE","09000","FOIX","0561021942","","","6622Z","45039681700048","Inconnu","","DELRIEU GILLES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","MUTUELLES ETUDIANTES"
"AXA FRANCIS BONNEL AGENT GENERAL","","13 PLACE CHAMP DE MARS","09000","FOIX","0561050910","","0561050919","6622Z","32048252400040","6 à 9","","BONNEL FRANCIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","CREDIT IMMOBILIER","SOCIETES D'ASSURANCES"
"GIL MATTHIEU COMMERCANT","","8 PLACE GEN DE GAULLE","09270","MAZERES","0561694253","","","6622Z","51533560200014","0","","GIL MATTHIEU","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"GIL MATTHIEU MARTY FREDERIC AURIAUT MARI","","1 CHEMIN PEYREBLANQUE","09100","PAMIERS","0561672232","","","6622Z","75351962800014","Inconnu","","MARTY FREDERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AVIVA ASSURANCES","","4 FAUBOURG CHAMPAGNE","10110","BAR SUR SEINE","0325298609","","","6622Z","81204089700017","Inconnu","","VILLECHAVROLLE JOHAN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AVIVA ASSURANCES VIAENE SEBASTIEN AGENT GEN","","17 RUE FOSSES","10400","NOGENT SUR SEINE","0325399095","","","6622Z","51830895200028","3 à 5","viaene-sebastien@aviva-assurances.com","VIAENE SEBASTIEN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES",""
"AVIVA LEJEUNE LENFANT VILLECHAVROLLE","","37 AVENUE MAJOR GEN VANIER","10000","TROYES","0325761519","","0325760504","6622Z","52325325000048","3 à 5","","SPEC LENFANT LEJEUNE VILLECHAVROLLE ASSOCIES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AXA ASSURANCES OLIVIER GAUCHER","","68 AVENUE MAR LECLERC","10450","BREVIANDES","0325457000","","0325457004","6622Z","44309986600024","1 à 2","","GAUCHER OLIVIER","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","",""
"AXA ASSURANCES OLIVIER GAUCHER AGENT GEN","","2 RUE LIEUT PIERRE MURARD","10000","TROYES","0325748090","","0325742169","6622Z","44309986600016","3 à 5","","GAUCHER OLIVIER","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","SOCIETES D'ASSURANCES"
"AXA LAURENT FREDERIC AGENT GENERAL","","140 RUE NATIONALE","10200","BAR SUR AUBE","0325271435","","0325272168","6622Z","41048513000026","3 à 5","","LAURENT FREDERIC","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA MUSSET REMY AGENT GENERAL","","2 RUE CHARLES THIBAULT","10000","TROYES","0325761132","","","6622Z","44284596200020","3 à 5","agence.mussetviard@axa.fr","MUSSET REMY","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"FAUCHE PHILIPPE","","17 GRANDE RUE","10210","CHAOURCE","0325401203","","","6622Z","83442048100014","0","contact@assurancesfauche.fr","FAUCHE PHILIPPE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES"
"GAGNAUX CHRISTOPHE ASSURANCES","","4 RUE BERNARD PALISSY","10600","LA CHAPELLE ST LUC","0325806718","","0325809956","6622Z","51857811700054","1 à 2","troyesagglomeration@agence.generali.fr","GAGNAUX CHRISTOPHE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES"
"GAN ASSURANCES","","RUE LOUIS DESPREZ","10200","BAR SUR AUBE","0325270597","","","6512Z","51007940300026","Inconnu","","JACQUEMIN ETIENNE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"GRIFFON THIERRY","","2 PLACE ARCADES","10210","CHAOURCE","0325400144","","","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"NORD EST ASSURANCES","","68 GRANDE RUE","10240","NOGENT SUR AUBE","0325371230","","0325371231","6622Z","38037102100011","3 à 5","","AVIAT ERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"PEYTHIEU SEBASTIEN","","4 RUE CHALONS","10700","ARCIS SUR AUBE","0325379336","","0325374460","6622Z","41512407200042","Inconnu","peythieu-vinets@aviva-assurances.com","PEYTHIEU SEBASTIEN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"PRUNIER CYRILLE","","37 RUE CHARTREUX","10000","TROYES","0325790137","","","6622Z","47812038900042","0","","PRUNIER CYRILLE","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"SCURI FRANTZ","","43 BOULEVARD 14 JUILLET","10000","TROYES","0325724840","","0325724844","6622Z","48809631400015","3 à 5","","SCURI FRANTZ","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"VIGIE","","1 BOULEVARD CHARLES BALTET","10000","TROYES","0325826666","","0325739318"," 6622","75378693800021","3 à 5","alapotre@agence.generali.fr","LAPOTRE DENIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AREAS ASSURANCES GARCIA STEPHANE AGENT GEN","","36 BOULEVARD REPUBLIQUE","11560","FLEURY D'AUDE","0468337859","","0468336476","6622Z","43501118400023","1 à 2","","GARCIA STEPHANE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AREAS ASSURANCES GARCIA STEPHANE AGENT GEN","","30 BOULEVARD GEN DE GAULLE","11100","NARBONNE","0468658590","","0468658592","6622Z","43501118400031","1 à 2","","GARCIA STEPHANE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AVIVA ASSURANCES PBROUSSE  LGENEVOIS TCAZALET","ZI BOURIETTE","935 CHEMIN MAQUENS","11000","CARCASSONNE","0468711515","","0468724742","6622Z","78934195500019","0","","CAZALET THIERRY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AXA BONDOUY BERTRAND AGENT GENERAL","","25 COURS REPUBLIQUE","11400","CASTELNAUDARY","0468231353","","0468235937","6622Z","89183052300017","Inconnu","","BONDOUY BERTRAND","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES"
"BATTUT ASSURANCES","","75 AVENUE GEORGES CLEMENCEAU","11160","RIEUX MINERVOIS","0468789931","","","6622Z","53532354700039","1 à 2","","MONTAGUT PASCAL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"BROUSSE PATRICE","","55 AVENUE PASTEUR","11800","TREBES","","","0468784939","6622Z","32972870300052","0","","BROUSSE PATRICE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"CAP M CONSEIL ASSUR PLACEMENT MEDITERRANEE","BAT C","RESIDENCE CAP GRUISSAN QUAI CAPITAINERIE","11430","GRUISSAN","0468433550","","","6622Z","81451717300013","3 à 5","gruissan@capmconseil.fr","ALBERT RENAUD","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"DIURNO FRANCOIS","","20 BOULEVARD MARCEL SEMBAT","11100","NARBONNE","0468492079","","0468916184","6622Z","48529809500012","1 à 2","francois.diurno.ag@swisslife.fr","DIURNO FRANCESCO","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"LP ASSURANCES","","2 RUE RACINE","11100","NARBONNE","0468655033","","0468907064","6622Z","37979624600047","1 à 2","contact@lpassurances.fr","AMBROSINO JEAN-MARC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"MC ASSURANCES","","20 AVENUE WILSON","11200","LEZIGNAN CORBIERES","0468270024","","0468276098","6622Z","49866173500015","10 à 19","","DEWEERDT OLIVIER","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","",""
"MONTAGUT PASCAL","","12 AVENUE PIERRE CURIE","11800","TREBES","0468770135","","","6622Z","53532354700021","1 à 2","","MONTAGUT PASCAL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","SOCIETES D'ASSURANCES"
"SPEC LEUBA DAUPHINE","","16 AVENUE PIERRE SEMARD","11000","CARCASSONNE","0468250475","","","6622Z","49955339400028","Inconnu","leuba-robert@aviva-assurances.com","DAUPHINE JEAN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"SPEC SARA","","PLACE STE ANNE","11190","COUIZA","0468742739","","","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"SPEC SARA","","35 RUE TOULZANE","11300","LIMOUX","0468310454","","0468315782","6622Z","50393331900025","Inconnu","","GENEVOIS LOICK","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AVIVA ALVERNHES PHILIPPE AGENT GENERAL","","110 RUE DOCT THEODORE MATHIEU","12000","RODEZ","0565682333","","","6622Z","51032824800073","1 à 2","","ALVERNHES VERNHES VERNHES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
