Nom,Type principal,Site internet (url racine),Téléphone,Téléphone suplémentaire,Fuseau horaire,Adresse 1,Ville,Code postal,Etat,Pays,Email,Page de contact 1,Lien_réseaux_sociaux,Unique_Email,provenance,owner,leadStatus,id,Ref,Nom_listing
Cfppa Vocational Training And Agricultural Promotion,Centre de formation continue,https://www.cfppa-bourg-les-valence.fr,+33 4 75 83 23 10,+33 4 75 83 23 10,Europe/Paris,Pass. René Berthoin,Bourg-lès-Valence,26500,Auvergne-Rhône-Alpes,France,cfppa.bourg-les-valence@educagri.fr anne.morin@educagri.fr celine.chambon@educagri.fr christine.bonhoure@educagri.fr florence.fabre@educagri.fr,https://www.cfppa-bourg-les-valence.fr/contact.html,https://facebook.com/cfppa-de-bourg-les-valence-1445089775792217 https://linkedin.com/company/ifria-auvergne-rhone-alpes,cfppa.bourg-les-valence@educagri.fr,scrap.io,pmonimeau@media-start.fr,NEW,Cfppa Vocational Training And Agricultural Promotion+33 4 75 83 23 10,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Pole De Formation Francas,Centre de formation continue,,+33 4 37 90 26 45,+33 4 37 90 26 45,Europe/Paris,1 bis Pl. Henri Barbusse,Vénissieux,69200,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Pole De Formation Francas+33 4 37 90 26 45,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cabaré Gaf - Formation Windows & Réseaux - CPF & ICDL EXCEL WORD,École d'informatique,https://www.cabare.net,+33 4 76 26 77 38,+33 4 76 26 77 38,Europe/Paris,67 Bd Joliot Curie,Fontaine,38600,Auvergne-Rhône-Alpes,France,contact@cabare.net,https://www.cabare.net/contact-formation-windows-serveur-grenoble/contact-formation-windows-grenoble.php https://www.cabare.net/contact-formation-windows-grenoble.php,,contact@cabare.net,scrap.io,pmonimeau@media-start.fr,NEW,Cabaré Gaf - Formation Windows & Réseaux - CPF & ICDL EXCEL WORD+33 4 76 26 77 38,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Vecteur Formation,Centre de formation,,+33 4 73 90 58 49,+33 4 73 90 58 49,Europe/Paris,15 Rue du Pré la Reine,Clermont-Ferrand,63100,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Vecteur Formation+33 4 73 90 58 49,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Alpha Et Omega Pont-Evêque Bilan De Compétences,Centre de formation continue,http://www.alphaetomega.com,+33 6 80 99 88 50,+33 6 80 99 88 50,Europe/Paris,23 Le Parc du Château,Pont-Évêque,38780,Auvergne-Rhône-Alpes,France,contact@alphaetomega.com isorba@alphaetomega.com cangelier@alphaetomega.com,http://www.alphaetomega.com/contacter-alpha-et-omega,nan https://twitter.com/alpha et omega,contact@alphaetomega.com,scrap.io,pmonimeau@media-start.fr,NEW,Alpha Et Omega Pont-Evêque Bilan De Compétences+33 6 80 99 88 50,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Aisp Association Pour L'insertion Professionnelle,Centre de formation continue,http://www.aisp74.fr,+33 4 50 64 04 00,+33 4 50 64 04 00,Europe/Paris,24 Rte de Thônes,Annecy,74940,Auvergne-Rhône-Alpes,France,aisp@aisp74.asso.fr m.rouletbegasse@aisp74.asso.fr a.dhaussy@aisp74.asso.fr,http://www.aisp74.fr/contactez-nous,https://facebook.com/association-pour-linsertion-socio-professionnelle-aisp-74-1680983258789843 https://linkedin.com/company/association-pour-l-insertion-socio-professionnelle-aisp74,aisp@aisp74.asso.fr,scrap.io,pmonimeau@media-start.fr,NEW,Aisp Association Pour L'insertion Professionnelle+33 4 50 64 04 00,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Wattecamps Aurélie,Centre de formation continue,,+33 9 50 10 28 78,+33 9 50 10 28 78,Europe/Paris,1 Rue Fiol,Lyon,69003,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Wattecamps Aurélie+33 9 50 10 28 78,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Greta Dore Allier,Centre de formation continue,http://www.greta-doreallier.fr,+33 4 73 80 26 22,+33 4 73 80 26 22,Europe/Paris,"lycée Germaine Tillion, 68 Av. Léo Lagrange",Thiers,63300,Auvergne-Rhône-Alpes,France,contact@greta-doreallier.fr dpd@ac-clermont.fr webmaster@greta-doreallier.fr aurelie.gacon@ac-clermont.fr odile.macheboeuf@ac-clermont.fr,http://www.greta-doreallier.fr/contact.php,https://facebook.com/gretadoreallier https://twitter.com/doregreta https://instagram.com/greta.doreallier https://linkedin.com/company/68824160,contact@greta-doreallier.fr,scrap.io,pmonimeau@media-start.fr,NEW,Greta Dore Allier+33 4 73 80 26 22,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Studio Le Carré - Photographes Professionnels,Photographe,https://studiolecarre.com,+33 9 67 13 66 48,+33 9 67 13 66 48,Europe/Paris,25 Quai Saint-Vincent,Lyon,69001,Auvergne-Rhône-Alpes,France,etienne.regis@studiolecarre.com grenoble@studiolecarre.com lyon@studiolecarre.com toulouse@studiolecarre.com manon.duclos@studiolecarre.com,https://studiolecarre.com/contacts,https://facebook.com/studiolecarre https://instagram.com/studiolecarre https://instagram.com/etienneruggeri https://instagram.com/manondina https://instagram.com/dchaussende https://instagram.com/trisual_ https://instagram.com/pissed_offphotography https://instagram.com/aurelien_perriaud https://instagram.com/etienne_regis https://instagram.com/elisamargras,etienne.regis@studiolecarre.com,scrap.io,pmonimeau@media-start.fr,NEW,Studio Le Carré - Photographes Professionnels+33 9 67 13 66 48,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cap Formations,Centre de formation continue,http://lemaire-delphine.wix.com,+33 9 86 25 61 20,+33 9 86 25 61 20,Europe/Paris,25 Pl. du Breuil,Le Puy,43000,Auvergne-Rhône-Alpes,France,lemaire-delphine@outlook.fr,,https://facebook.com/capformations43 https://twitter.com/wix,lemaire-delphine@outlook.fr,scrap.io,pmonimeau@media-start.fr,NEW,Cap Formations+33 9 86 25 61 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
De Texier Audrey,École de danse,,+33 4 72 33 75 36,+33 4 72 33 75 36,Europe/Paris,9 Av. du Château,Lyon,69003,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,De Texier Audrey+33 4 72 33 75 36,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Training Idées & Plus,Centre de formation continue,http://www.formationideesetplus.com,+33 6 82 25 37 88,+33 6 82 25 37 88,Europe/Paris,12 Rue Bellecordière,Lyon,69002,Auvergne-Rhône-Alpes,France,contact@formationideesetplus.com,http://www.formationideesetplus.com/contact,nan https://linkedin.com/in/isabelle-thurel-40004bb7,contact@formationideesetplus.com,scrap.io,pmonimeau@media-start.fr,NEW,Training Idées & Plus+33 6 82 25 37 88,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Institute Alinsky,Centre de formation continue,https://alinsky.fr,+33 6 27 01 05 36,+33 6 27 01 05 36,Europe/Paris,20 Rue Emile Gueymard,Grenoble,38000,Auvergne-Rhône-Alpes,France,institut@alinsky.fr,https://alinsky.fr/nous-contacter,https://facebook.com/institutalinsky https://twitter.com/institutalinsky https://linkedin.com/company/institut-alinsky,institut@alinsky.fr,scrap.io,pmonimeau@media-start.fr,NEW,Institute Alinsky+33 6 27 01 05 36,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Mixed Private School,École,,+33 4 71 08 55 28,+33 4 71 08 55 28,Europe/Paris,Le Bourg,Beaulieu,43800,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Mixed Private School+33 4 71 08 55 28,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Montessori Fleur De Vie,École,,+33 6 65 50 11 35,+33 6 65 50 11 35,Europe/Paris,6 Pass. de la Teille,Meylan,38240,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Montessori Fleur De Vie+33 6 65 50 11 35,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
School Management Catholique,Service de soutien scolaire,,+33 4 74 66 15 37,+33 4 74 66 15 37,Europe/Paris,5 Rue Dr Duplant,Belleville-en-Beaujolais,69220,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,School Management Catholique+33 4 74 66 15 37,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Freesycom Formations,Concepteur de sites Web,,+33 6 21 97 31 07,+33 6 21 97 31 07,Europe/Paris,5 Rue de Belfort,Lyon,69004,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Freesycom Formations+33 6 21 97 31 07,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Prax Stephanie,Centre de formation continue,,+33 4 50 42 38 37,+33 4 50 42 38 37,Europe/Paris,42 Rue Blaise Pascal,Saint-Genis-Pouilly,01630,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Prax Stephanie+33 4 50 42 38 37,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Education Center Des Soins D'urgence,Centre de formation continue,,+33 4 71 67 33 33,+33 4 71 67 33 33,Europe/Paris,Rue Fernand Talandier,Mauriac,15200,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Education Center Des Soins D'urgence+33 4 71 67 33 33,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Remise À Niveau En Anglais,École de langue anglaise,,+33 6 62 54 87 32,+33 6 62 54 87 32,Europe/Paris,32 Rue Saint-Jacques,Grenoble,38000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Remise À Niveau En Anglais+33 6 62 54 87 32,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
CFA,École,http://www.cfa-pharmacie-drome-ardeche.com,+33 4 75 44 12 25,+33 4 75 44 12 25,Europe/Paris,60 Rue de Narvik,Guilherand-Granges,07500,Auvergne-Rhône-Alpes,France,secretariat@cfa-pharmacie-drome-ardeche.com audreydemeusy@gmail.com cfa.pharm@wanadoo.fr contact@cfa-pharmacie-drome-ardeche.com secretariatt@cfa-pharmacie-drome-ardeche.com,https://www.cfa-pharmacie-drome-ardeche.com/contact,https://facebook.com/cfapharmaciedromeardeche,secretariat@cfa-pharmacie-drome-ardeche.com,scrap.io,pmonimeau@media-start.fr,NEW,CFA+33 4 75 44 12 25,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
I Formations,Centre de formation continue,,+33 4 75 78 58 38,+33 4 75 78 58 38,Europe/Paris,12 Pl. des Clercs,Valence,26000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,I Formations+33 4 75 78 58 38,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Emmanuel Desbois,Centre de formation continue,http://www.desbois-formation.fr,+33 6 18 03 84 49,+33 6 18 03 84 49,Europe/Paris,14 Rue François Arago,Bourg-en-Bresse,01000,Auvergne-Rhône-Alpes,France,contact@desbois-formation.fr,http://www.desbois-formation.fr/contact https://www.desbois-formation.fr/contact,,contact@desbois-formation.fr,scrap.io,pmonimeau@media-start.fr,NEW,Emmanuel Desbois+33 6 18 03 84 49,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
"L'Atelier d'Arthé, Art-thérapie, Auvergne, Clermont-Ferrand",Centre de formation continue,,+33 7 72 27 94 36,+33 7 72 27 94 36,Europe/Paris,9 Rue de l'Ente,Clermont-Ferrand,63000,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,"L'Atelier d'Arthé, Art-thérapie, Auvergne, Clermont-Ferrand+33 7 72 27 94 36",L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Metaform Languages Centre Ville Clermont Ferrand,École de langue,http://metaform-langues.fr,+33 4 73 28 00 72,+33 4 73 28 00 72,Europe/Paris,39 bis Av. de la Libération,Clermont-Ferrand,63000,Auvergne-Rhône-Alpes,France,metaform@metaform-langues.fr gaelle.veyssiere@metaform-langues.fr,,https://facebook.com/metaform.langues https://twitter.com/metaformlangues https://instagram.com/metaformlangues https://linkedin.com/company/m\u00e9taform-langues,metaform@metaform-langues.fr,scrap.io,pmonimeau@media-start.fr,NEW,Metaform Languages Centre Ville Clermont Ferrand+33 4 73 28 00 72,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Weber Sandrine,Centre de formation continue,,+33 6 22 17 01 54,+33 6 22 17 01 54,Europe/Paris,44 Av. du Petit Port,Aix-les-Bains,73100,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Weber Sandrine+33 6 22 17 01 54,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Espace Reussite,Centre de formation d'apprentis,http://www.espacereussite.fr,+33 4 71 09 30 93,+33 4 71 09 30 93,Europe/Paris,143 Av. Charles Dupuy,Brives-Charensac,43700,Auvergne-Rhône-Alpes,France,contact@espacereussite.fr,https://www.espacereussite.fr/contact,https://facebook.com/pages/espace-reussite/332443393025,contact@espacereussite.fr,scrap.io,pmonimeau@media-start.fr,NEW,Espace Reussite+33 4 71 09 30 93,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Smilepotentiels @Annonay,Centre d'information et d'orientation,https://www.smilepotentiels.fr,+33 6 60 50 54 39,+33 6 60 50 54 39,Europe/Paris,132 Rue de Soras,Davézieux,07430,Auvergne-Rhône-Alpes,France,smilepotentiels@gmail.com,https://www.smilepotentiels.fr/contact,,smilepotentiels@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Smilepotentiels @Annonay+33 6 60 50 54 39,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Terra Nova,Centre de formation continue,https://terranova-univers.com,+33 6 18 58 27 71,+33 6 18 58 27 71,Europe/Paris,6 Chem. du Gour de Muzy,Chandolas,07230,Auvergne-Rhône-Alpes,France,terranova.univers@gmail.com ocealie07@gmail.com,https://terranova-univers.com/contact-2,https://facebook.com/terranova.univers https://facebook.com/wordpresscom,terranova.univers@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Terra Nova+33 6 18 58 27 71,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Jpm Conseil,Centre de formation continue,https://www.jpmconseil.fr,+33 6 07 75 21 51,+33 6 07 75 21 51,Europe/Paris,9 Av. du Progrès,Saint-Priest,69800,Auvergne-Rhône-Alpes,France,contact@jpmconseil.fr commercial@jpmconseil.fr,https://www.jpmconseil.fr/contact,https://facebook.com/jpmconseilsecu https://twitter.com/as2p_formation https://instagram.com/jpmconseil https://linkedin.com/company/jpmconseil,contact@jpmconseil.fr,scrap.io,pmonimeau@media-start.fr,NEW,Jpm Conseil+33 6 07 75 21 51,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Psynapse Lyon,École professionnelle,http://www.psynapse.fr,+33 9 72 26 91 25,+33 9 72 26 91 25,Europe/Paris,11 Rue Antonin Perrin,Villeurbanne,69100,Auvergne-Rhône-Alpes,France,infos@psynapse.fr,http://www.psynapse.fr/contacter,https://facebook.com/psynapse.formations https://youtube.com/user/institutpsynapse https://twitter.com/psynapse1 https://twitter.com/psynapse_fr https://instagram.com/psynapse_formations https://linkedin.com/company/psynapse,infos@psynapse.fr,scrap.io,pmonimeau@media-start.fr,NEW,Psynapse Lyon+33 9 72 26 91 25,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Geneste Patricia,Centre de formation continue,,+33 4 50 24 00 27,+33 4 50 24 00 27,Europe/Paris,39 Rte des Maraîchères,Poisy,74330,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,Geneste Patricia+33 4 50 24 00 27,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Fspro,Centre de formation continue,https://www.fspro.fr,+33 6 11 26 07 20,+33 6 11 26 07 20,Europe/Paris,145 Rue de la Montat,Saint-Étienne,42000,Auvergne-Rhône-Alpes,France,contact@fspro.fr contact@mysite.com,https://www.fspro.fr/contact,,contact@fspro.fr,scrap.io,pmonimeau@media-start.fr,NEW,Fspro+33 6 11 26 07 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Concerto Formation - Bilan De Compétences Training Cpf -,Centre de formation continue,https://www.concerto-rh.fr,+33 4 37 57 48 47,+33 4 37 57 48 47,Europe/Paris,90 Rue Paul Bert,Lyon,69003,Auvergne-Rhône-Alpes,France,,https://www.concerto-rh.fr/contact,https://facebook.com/ccld.recrutement https://youtube.com/channel/UCBDBFnXvM7mg8TzZdZVwqaA https://twitter.com/ccldrecrutement https://linkedin.com/company/320176/admin,,scrap.io,pmonimeau@media-start.fr,NEW,Concerto Formation - Bilan De Compétences Training Cpf -+33 4 37 57 48 47,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Be En Corps,Centre de formation continue,https://www.etre-en-corps.com,+33 6 82 97 85 38,+33 6 82 97 85 38,Europe/Paris,70 Av. la Bruyère,Grenoble,38100,Auvergne-Rhône-Alpes,France,gestion@etre-en-corps.com,https://www.etre-en-corps.com/formation-psychomotricite-danse-therapie/formation-psychomotricite-contact https://www.etre-en-corps.com/formation-psychomotricite-danse-therapie/contact,,gestion@etre-en-corps.com,scrap.io,pmonimeau@media-start.fr,NEW,Be En Corps+33 6 82 97 85 38,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
EIPAS,Centre de formation continue,https://www.eipas.org,+33 6 67 20 52 51,+33 6 67 20 52 51,Europe/Paris,21 Rue d'Alsace,Vichy,03200,Auvergne-Rhône-Alpes,France,,https://www.eipas.org/association/contactez-nous,https://facebook.com/association.eipas https://linkedin.com/company/eipas,,scrap.io,pmonimeau@media-start.fr,NEW,EIPAS+33 6 67 20 52 51,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
College Cooperative Rhone Alpe,Établissement d'enseignement supérieur,,+33 4 37 64 47 20,+33 4 37 64 47 20,Europe/Paris,20 Rue de la Claire,Lyon,69009,Auvergne-Rhône-Alpes,France,,,,,scrap.io,pmonimeau@media-start.fr,NEW,College Cooperative Rhone Alpe+33 4 37 64 47 20,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cfppa/Ufst De Marmilhat,Centre de formation continue,https://cfppa.marmilhat.fr,+33 4 73 91 63 04,+33 4 73 91 63 04,Europe/Paris,27 All. du Suquet,Lempdes,63370,Auvergne-Rhône-Alpes,France,cfppa.marmilhat@educagri.fr celine.mussillier@educagri.fr rgpd.marmilhat@educagri.fr,https://cfppa.marmilhat.fr/contact https://marmilhat.fr/contact https://lycee.marmilhat.fr/contact https://exploitation-agricole.marmilhat.fr/contact,https://facebook.com/marmilhat.cfppa https://facebook.com/marmilhatlyceelouispasteur https://facebook.com/cfppa63 https://instagram.com/cfppa_marmilhat https://instagram.com/lyceelouispasteurmarmilhat,cfppa.marmilhat@educagri.fr,scrap.io,pmonimeau@media-start.fr,NEW,Cfppa/Ufst De Marmilhat+33 4 73 91 63 04,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Encarna Formation,Centre de formation continue,http://encarna.fr,+33 4 79 32 44 72,+33 4 79 32 44 72,Europe/Paris,"ZI Tétrapôle 1, 112 Allée de la Haute Combe de",Tournon,73460,Auvergne-Rhône-Alpes,France,encarnaformation@gmail.com,https://encarna.fr/contact,https://facebook.com/encarna-formation-117574732241867 https://linkedin.com/company/encarna-formation,encarnaformation@gmail.com,scrap.io,pmonimeau@media-start.fr,NEW,Encarna Formation+33 4 79 32 44 72,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Synergy Actions - Coaching Professional And Training,Centre de coaching,http://www.synergie-actions.com,+33 4 77 93 11 27,+33 4 77 93 11 27,Europe/Paris,1 Rue de l'Informatique,Saint-Étienne,42000,Auvergne-Rhône-Alpes,France,contact@synergie-actions.com contact@synergie-actions.fr,https://www.synergie-actions.com/contact http://www.synergie-actions.com/contact,https://youtube.com/channel/UCEJXnvlQr5yRPB7JWRlUgsQ/featured https://linkedin.com/company/synergie-actions,contact@synergie-actions.com,scrap.io,pmonimeau@media-start.fr,NEW,Synergy Actions - Coaching Professional And Training+33 4 77 93 11 27,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
Cogis - Continuing Education Center,Centre de formation continue,http://www.cogis-formation.fr,+33 4 82 53 96 72,+33 4 82 53 96 72,Europe/Paris,8 Rue de la Tuilerie,Arbent,01100,Auvergne-Rhône-Alpes,France,contact@cogis-formation.fr,https://cogis-formation.fr/contact,,contact@cogis-formation.fr,scrap.io,pmonimeau@media-start.fr,NEW,Cogis - Continuing Education Center+33 4 82 53 96 72,L316,centre-de-formation-continue-france-auvergne-rhone-alpes.csv
