"Siren";"Siret";"Raison sociale";"Nature établissement";"Adresse normée ligne 1";"Adresse normée ligne 2";"Adresse normée ligne 3";"Adresse normée ligne 4";"Adresse normée ligne 5";"Adresse normée ligne 6";"Code commune";"Ville";"Code postal";"Département";"Code département";"Région";"Code région";"Forme juridique";"Libellé activité";"Code activité";"Métier";"Date de création";"Civilité dirigeant principal";"Nom dirigeant principal";"Prénom dirigeant principal";"Fonction dirigeant principal";"Tranche Effectif INSEE";"Tranche Effectif établissement";"Mot-clé 1";"Mot-clé 2";"Mot-clé 3";"Mot-clé 4";"Mot-clé 5";"Mot-clé 6";"Mot-clé 7";"Mot-clé 8";"Mot-clé 9";"Mot-clé 10";"Capital social";"Entreprise exportatrice";"CA réalisé à l'export";"Part du CA réalisé à l'export";"Téléphone";"Fax";"Nom de marque 1";"Classes de marque 1";"Nom de marque 2";"Classes de marque 2";"Nom de marque 3";"Classes de marque 3";"Nom de marque 4";"Classes de marque 4";"Nom de marque 5";"Classes de marque 5";"E-Commerce";"Site Web";"Facebook";"Twitter";"LinkedIn";"Email";"Score";"Type de procédure";"Date d'entrée en procédure";"Chiffre d'affaires"
"313711392";"31371139200123";"ROGER ALBERT VOYAGES SARL";"établissement";"ROGER ALBERT VOYAGES SARL";"";"CENTRE COMMERCIAL";"30 PL D'ARMES";"";"97232 LE LAMENTIN";"972213";"LE LAMENTIN";"97232";"MARTINIQUE";"972";"MARTINIQUE";"02";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1978";"M.";"ALBERT";"Jean-Claude, Joseph, Emmanuel";"Gérant";"20 à 49";"";"avantager";"carte";"voyager";"tourisme";"circuit";"gold";"remiser";"cumuler";"programmer";"gratuit";"112500";"OUI";"2900703";"84.237 %";"";"";"";"";"";"";"";"";"";"";"";"";"";"travel-plus.fr";"http://www.facebook.com/pages/Roger-Albert-Voyages/112724942105324";"http://www.twitter.com/rogeralbertvoya";"";"";"15";"";"";"3443484"
"313873598";"31387359800046";"ID VOYAGES";"établissement";"ID VOYAGES";"";"";"266 RUE LEON GAMBETTA";"";"59000 LILLE";"59350";"LILLE";"59000";"NORD";"59";"HAUTS DE FRANCE";"32";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1978";"M.";"INGLART";"Christophe";"Président";"50 à 99";"3 à 5";"accidents";"automobile";"avion";"circulation";"conducteurs";"juridiction";"lignes";"passagers";"pollution";"tarif";"495460";"NON";"";"";"";"";"Car'rément";"[35, 39, 41]";"";"";"";"";"";"";"";"";"";"http://www.id-voyages.net/";"";"";"";"";"14";"";"";"9314555"
"314345133";"31434513300024";"EUROPE HOTELS SERVICE";"siège";"EUROPE HOTELS SERVICE";"VOYAGEUR N) 1";"";"53 AV MARECHAL FOCH";"";"43000 LE PUY-EN-VELAY";"43157";"LE PUY-EN-VELAY";"43000";"HAUTE-LOIRE";"43";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1978";"Mme";"BRODACZ";"Murielle";"Président";"6 à 9";"6 à 9";"agents";"atouts";"audience";"avion";"brochure";"brochures";"chauffeurs";"chef";"circuits";"conducteur";"210256";"NON";"";"";"0471092275";"";"ACTU43.FR";"[16, 35, 41, 42, 38]";"Actu43.fr";"[16, 35, 38, 41, 42]";"";"";"";"";"";"";"";"http://www.voyageur-numero1.fr/";"";"";"";"resa@voyageur-numero1.fr";"20";"";"";"4127803"
"315710251";"31571025100010";"GALERIES LAFAYETTE VOYAGES";"siège";"GALERIES LAFAYETTE VOYAGES";"";"";"27 RUE DE LA CHAUSSEE D ANTIN";"";"75009 PARIS 9";"75109";"PARIS 9";"75009";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"Unités non employeuses";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0142783434";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100036";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"";"2 RUE BIR HAKEIM";"";"13001 MARSEILLE CEDEX 01";"13201";"MARSEILLE 1";"13001";"BOUCHES-DU-RHONE";"13";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"1 ou 2";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0491568212";"0495093779";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100044";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"";"6 AV JEAN MEDECIN";"";"06000 NICE";"06088";"NICE";"06000";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"1 ou 2";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0492476454";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100093";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"";"6 RUE PTE TOURNY";"";"87000 LIMOGES";"87085";"LIMOGES";"87000";"HAUTE-VIENNE";"87";"NOUVELLE AQUITAINE";"75";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"1 ou 2";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0555121680";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100101";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"GALERIES LAFAYETTE VOYAGES";"108 A 114";"108 BD MARECHAL LECLERC";"BP 145";"14000 CAEN CEDEX";"14118";"CAEN";"14000";"CALVADOS";"14";"NORMANDIE";"28";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"3 à 5";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0231271110";"0231279349";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100119";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"C-C CAP 3000";"AV EUGENE DONADEI";"BP 126";"06700 ST LAURENT DU VAR CEDEX";"06123";"SAINT-LAURENT-DU-VAR";"06700";"ALPES-MARITIMES";"06";"PROVENCE ALPES COTE D'AZUR";"93";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"3 à 5";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0493875553";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100135";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"";"25 AV DU PARMELAN";"";"74000 ANNECY";"74010";"ANNECY";"74000";"HAUTE-SAVOIE";"74";"AUVERGNE RHONE ALPES";"84";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"3 à 5";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0450338212";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100150";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"";"209 BD PINEL";"";"69500 BRON";"69029";"BRON";"69500";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"3 à 5";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0478017748";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100218";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"11-19";"RUE SAINTE CATHERINE";"";"33000 BORDEAUX";"33063";"BORDEAUX";"33000";"GIRONDE";"33";"NOUVELLE AQUITAINE";"75";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"3 à 5";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0556909271";"0556513605";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100242";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"LE POLYGONE";"ALL JULES MILHAU";"BP 9521";"34000 MONTPELLIER";"34172";"MONTPELLIER";"34000";"HERAULT";"34";"OCCITANIE";"76";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"3 à 5";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0467650069";"0467222732";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100259";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"";"";"77 RUE NATIONALE";"BP 0827";"37000 TOURS";"37261";"TOURS";"37000";"INDRE-ET-LOIRE";"37";"CENTRE VAL DE LOIRE";"24";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"1 ou 2";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0247601040";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315710251";"31571025100333";"GALERIES LAFAYETTE VOYAGES";"établissement";"GALERIES LAFAYETTE VOYAGES";"GALERIES LAFAYETTE VOYAGES";"31 A 41";"31 BD HAUSSMANN";"";"75009 PARIS 9";"75109";"PARIS 9";"75009";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Schuler";"Eric";"Gérant";"20 à 49";"10 à 19";"accessoires";"bagages";"bijoux";"bonnets";"chemises";"circuit";"envol";"femme";"galeries";"homme";"656000";"NON";"";"";"0142823456";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.lafayettevoyages.fr/";"";"";"";"";"15";"";"";"2136000"
"315873455";"31587345500010";"AGENCE TOURISTIQUE STE CLAIRE";"siège";"AGENCE TOURISTIQUE STE CLAIRE";"AGCE STE CLAIRE";"";"10 RUE DE REMIRE";"BP 216";"97300 CAYENNE";"973302";"CAYENNE";"97300";"GUYANE";"973";"GUYANE";"03";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"KUO TSING JEN";"Eric Guy Laurent";"Gérant";"6 à 9";"6 à 9";"tourisme";"";"";"";"";"";"";"";"";"";"15244";"NON";"";"";"0594282540";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.takaritour.com/home.do;jsessionid=AD3C75C69A1127728B5169786A63FE01.asfo_Front1";"";"";"";"";"15";"";"";"1205200"
"315873455";"31587345500036";"AGENCE TOURISTIQUE STE CLAIRE";"établissement";"AGENCE TOURISTIQUE STE CLAIRE";"AGCE STE CLAIRE";"";"LOT CATOURI";"";"97300 CAYENNE";"973302";"CAYENNE";"97300";"GUYANE";"973";"GUYANE";"03";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"KUO TSING JEN";"Eric Guy Laurent";"Gérant";"6 à 9";"";"tourisme";"";"";"";"";"";"";"";"";"";"15244";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.takaritour.com/home.do;jsessionid=AD3C75C69A1127728B5169786A63FE01.asfo_Front1";"";"";"";"montjoly@havas-voyages.fr";"15";"";"";"1205200"
"315873455";"31587345500044";"AGENCE TOURISTIQUE STE CLAIRE";"établissement";"AGENCE TOURISTIQUE STE CLAIRE";"AGCE STE CLAIRE";"MAGASIN CONFORAMA";"236 AV CHRISTOPHE COLOMB";"";"97320 SAINT-LAURENT-DU-MARONI";"973311";"SAINT-LAURENT-DU-MARONI";"97320";"GUYANE";"973";"GUYANE";"03";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"KUO TSING JEN";"Eric Guy Laurent";"Gérant";"6 à 9";"Unités non employeuses";"tourisme";"";"";"";"";"";"";"";"";"";"15244";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.takaritour.com/home.do;jsessionid=AD3C75C69A1127728B5169786A63FE01.asfo_Front1";"";"";"";"stlaurentdumaroni@havas-voyages.fr";"15";"";"";"1205200"
"315873455";"31587345500051";"AGENCE TOURISTIQUE STE CLAIRE";"établissement";"AGENCE TOURISTIQUE STE CLAIRE";"AGCE STE CLAIRE";"";"RUE CENTRE COMMERCIAL DE MONTJOLY";"";"97354 REMIRE-MONTJOLY";"973309";"REMIRE-MONTJOLY";"97354";"GUYANE";"973";"GUYANE";"03";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"KUO TSING JEN";"Eric Guy Laurent";"Gérant";"6 à 9";"";"tourisme";"";"";"";"";"";"";"";"";"";"15244";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.takaritour.com/home.do;jsessionid=AD3C75C69A1127728B5169786A63FE01.asfo_Front1";"";"";"";"";"15";"";"";"1205200"
"315873455";"31587345500069";"AGENCE TOURISTIQUE STE CLAIRE";"établissement";"AGENCE TOURISTIQUE STE CLAIRE";"AGCE STE CLAIRE";"N 17-19";"17 RUE LALLOUETTE";"";"97300 CAYENNE";"973302";"CAYENNE";"97300";"GUYANE";"973";"GUYANE";"03";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"KUO TSING JEN";"Eric Guy Laurent";"Gérant";"6 à 9";"";"tourisme";"";"";"";"";"";"";"";"";"";"15244";"NON";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.takaritour.com/home.do;jsessionid=AD3C75C69A1127728B5169786A63FE01.asfo_Front1";"";"";"";"";"15";"";"";"1205200"
"316921188";"31692118800058";"SPORTS ELITE JEUNES";"siège";"SPORTS ELITE JEUNES";"";"BUR B1 -";"33 AV D'ITALIE";"";"75013 PARIS 13";"75113";"PARIS 13";"75013";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Obert";"Xavier Jean-Sébastien";"Gérant";"3 à 5";"1 ou 2";"sportif";"sport";"vacance";"jeune";"séjour";"gymnastique";"campus";"tennis";"football";"handball";"38200";"NON";"";"";"0145487070";"";"SPORTS ELITE JEUNES";"[43, 39, 41]";"SEJ ACADEMY";"[39, 41, 43]";"MYSPORTS BY SEJ";"[39, 41, 43]";"PULSE BY SEJ";"[39, 41, 43]";"SEJ SPORTS ELITE JEUNES";"[00, 25, 28, 39, 41, 43]";"";"sportselitejeunes.fr";"https://www.facebook.com/sportselitejeunes?fref=ts";"https://twitter.com/sejofficiel";"";"sej@mailsej.fr";"13";"";"";"1113638"
"316921188";"31692118800066";"SPORTS ELITE JEUNES";"établissement";"SPORTS ELITE JEUNES";"";"CHEZ CLUB LANGUES ET CIVILISATIONS";"RUE DE LA COMTESSE CECILE";"";"12000 RODEZ";"12202";"RODEZ";"12000";"AVEYRON";"12";"OCCITANIE";"76";"Société à responsabilité limitée (sans autre indication)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1979";"M.";"Obert";"Xavier Jean-Sébastien";"Gérant";"3 à 5";"3 à 5";"sportif";"sport";"vacance";"jeune";"séjour";"gymnastique";"campus";"tennis";"football";"handball";"38200";"NON";"";"";"";"";"SPORTS ELITE JEUNES";"[43, 39, 41]";"SEJ ACADEMY";"[39, 41, 43]";"MYSPORTS BY SEJ";"[39, 41, 43]";"PULSE BY SEJ";"[39, 41, 43]";"SEJ SPORTS ELITE JEUNES";"[00, 25, 28, 39, 41, 43]";"";"sportselitejeunes.fr";"https://www.facebook.com/sportselitejeunes?fref=ts";"https://twitter.com/sejofficiel";"";"";"13";"";"";"1113638"
"317692846";"31769284600080";"WAGRAM VOYAGES";"siège";"WAGRAM VOYAGES";"ODEIA";"";"110 RUE JULES GUESDE";"";"92300 LEVALLOIS-PERRET";"92044";"LEVALLOIS-PERRET";"92300";"HAUTS-DE-SEINE";"92";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"01/1980";"M.";"AGORA VOYAGES";"";"Président";"10 à 19";"";"voyager";"affairer";"agencer";"radius";"optimisation";"note";"outil";"voyageur";"";"";"336000";"OUI";"915405";"44.192 %";"";"";"";"";"";"";"";"";"";"";"";"";"";"wagram-voyages.com";"";"http://twitter.com/WagramVoyages";"";"";"17";"";"";"2071435"
"320607773";"32060777300027";"JAPAN EXPERIENCE";"établissement";"VIVRE LE JAPON";"";"";"55 RUE SAINTE ANNE";"";"75002 PARIS 2";"75102";"PARIS 2";"75002";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/1980";"M.";"NIPPON TRAVEL";"";"Président";"10 à 19";"";"us";"about";"ours";"transportation";"accommodation";"voyageur";"drive";"claude";"mesurer";"circuit";"50880";"NON";"";"";"0142616083";"";"VIVRE LE JAPON";"[00, 39, 43]";"GUIDE JAPON";"[16, 39, 41]";"";"";"";"";"";"";"";"japan-rail-pass.fr";"https://www.facebook.com/Japan-Experience-110300652386170/";"https://twitter.com/vivrelejapon";"";"";"14";"";"";"4581100"
"320607773";"32060777300035";"JAPAN EXPERIENCE";"siège";"JAPAN EXPERIENCE";"";"";"30 RUE SAINTE ANNE";"";"75001 PARIS 1";"75101";"PARIS 1";"75001";"PARIS";"75";"ILE-DE-FRANCE";"11";"Société par actions simplifiée (SAS)";"Activités des agences de voyage";"7911Z";"Agence de voyage";"12/1980";"M.";"NIPPON TRAVEL";"";"Président";"10 à 19";"10 à 19";"us";"about";"ours";"transportation";"accommodation";"voyageur";"drive";"claude";"mesurer";"circuit";"50880";"NON";"";"";"0142616083";"";"VIVRE LE JAPON";"[00, 39, 43]";"GUIDE JAPON";"[16, 39, 41]";"";"";"";"";"";"";"";"japan-rail-pass.fr";"https://www.facebook.com/Japan-Experience-110300652386170/";"https://twitter.com/vivrelejapon";"";"contact@vivrelejapon.com";"14";"";"";"4581100"
"321562365";"32156236500015";"PHILIBERT TOURISME";"siège";"PHILIBERT TOURISME";"PHILIBERT VOYAGES";"";"24 AV BARTHELEMY THIMONNIER";"";"69300 CALUIRE-ET-CUIRE";"69034";"CALUIRE-ET-CUIRE";"69300";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"04/1981";"M.";"PHILIBERT";"Marc";"Président";"20 à 49";"20 à 49";"voyager";"circuit";"agencer";"organisé";"séjour";"sud";"minuter";"agence";"escapade";"orient";"76000";"OUI";"1949532";"25.487 %";"0472750606";"";"Laissez-vous conduire";"[00, 39, 41, 42]";"NOMADE MAGAZINE";"[16]";"";"";"";"";"";"";"Oui";"philibertvoyages.fr";"https://www.facebook.com/philibertvoyages";"";"";"";"19";"";"";"7649014"
"321562365";"32156236500023";"PHILIBERT TOURISME";"établissement";"PHILIBERT TOURISME";"LIVEN'GO";"";"3 PL SADI CARNOT";"";"42000 SAINT-ETIENNE";"42218";"SAINT-ETIENNE";"42000";"LOIRE";"42";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"04/1981";"M.";"PHILIBERT";"Marc";"Président";"20 à 49";"3 à 5";"voyager";"circuit";"agencer";"organisé";"séjour";"sud";"minuter";"agence";"escapade";"orient";"76000";"OUI";"1949532";"25.487 %";"0477741712";"";"Laissez-vous conduire";"[00, 39, 41, 42]";"NOMADE MAGAZINE";"[16]";"";"";"";"";"";"";"Oui";"philibertvoyages.fr";"https://www.facebook.com/philibertvoyages";"";"";"";"19";"";"";"7649014"
"321562365";"32156236500064";"PHILIBERT TOURISME";"établissement";"PHILIBERT TOURISME";"LIVEN'GO";"";"2 PL JULES FERRY";"";"69006 LYON 6EME";"69386";"LYON 6EME";"69006";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"04/1981";"M.";"PHILIBERT";"Marc";"Président";"20 à 49";"1 ou 2";"voyager";"circuit";"agencer";"organisé";"séjour";"sud";"minuter";"agence";"escapade";"orient";"76000";"OUI";"1949532";"25.487 %";"0478985600";"0472835231";"Laissez-vous conduire";"[00, 39, 41, 42]";"NOMADE MAGAZINE";"[16]";"";"";"";"";"";"";"Oui";"philibertvoyages.fr";"https://www.facebook.com/philibertvoyages";"";"";"";"19";"";"";"7649014"
"321562365";"32156236500080";"PHILIBERT TOURISME";"établissement";"PHILIBERT TOURISME";"LIVEN'GO";"";"3 RUE JOSEPH BLANC";"";"74000 ANNECY";"74010";"ANNECY";"74000";"HAUTE-SAVOIE";"74";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"04/1981";"M.";"PHILIBERT";"Marc";"Président";"20 à 49";"3 à 5";"voyager";"circuit";"agencer";"organisé";"séjour";"sud";"minuter";"agence";"escapade";"orient";"76000";"OUI";"1949532";"25.487 %";"0478985600";"";"Laissez-vous conduire";"[00, 39, 41, 42]";"NOMADE MAGAZINE";"[16]";"";"";"";"";"";"";"Oui";"philibertvoyages.fr";"https://www.facebook.com/philibertvoyages";"";"";"agv.annecy@philibert.fr";"19";"";"";"7649014"
"321562365";"32156236500098";"PHILIBERT TOURISME";"établissement";"PHILIBERT TOURISME";"LIVEN'GO";"";"2 RUE DOCTEUR BALLY";"";"38000 GRENOBLE";"38185";"GRENOBLE";"38000";"ISERE";"38";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"04/1981";"M.";"PHILIBERT";"Marc";"Président";"20 à 49";"3 à 5";"voyager";"circuit";"agencer";"organisé";"séjour";"sud";"minuter";"agence";"escapade";"orient";"76000";"OUI";"1949532";"25.487 %";"0476433737";"";"Laissez-vous conduire";"[00, 39, 41, 42]";"NOMADE MAGAZINE";"[16]";"";"";"";"";"";"";"Oui";"philibertvoyages.fr";"https://www.facebook.com/philibertvoyages";"";"";"";"19";"";"";"7649014"
"321562365";"32156236500114";"PHILIBERT TOURISME";"établissement";"PHILIBERT TOURISME";"LIVEN'GO";"";"192 RUE DE LA SOUS PREFECTURE";"";"69400 VILLEFRANCHE-SUR-SAONE";"69264";"VILLEFRANCHE-SUR-SAONE";"69400";"RHONE";"69";"AUVERGNE RHONE ALPES";"84";"Société par actions simplifiée (SAS)";"Activités des voyagistes";"7912Z";"Voyagiste, tour-opérateur";"04/1981";"M.";"PHILIBERT";"Marc";"Président";"20 à 49";"3 à 5";"voyager";"circuit";"agencer";"organisé";"séjour";"sud";"minuter";"agence";"escapade";"orient";"76000";"OUI";"1949532";"25.487 %";"0474072626";"";"Laissez-vous conduire";"[00, 39, 41, 42]";"NOMADE MAGAZINE";"[16]";"";"";"";"";"";"";"Oui";"philibertvoyages.fr";"https://www.facebook.com/philibertvoyages";"";"";"l.lidoine@philibert.fr";"19";"";"";"7649014"
